ICAO_ID ,Name,Size,Latitude,Longitude,municipality,local_region,ID_ST,City,State
KCTY,Cross City Airport,small_airport,29.6354999542,-83.10479736330001,Cross City,FL,11715,Cross City,FL
KBBP,Marlboro County Jetport H.E. Avent Field,small_airport,34.62170029,-79.73439789,Bennettsville,SC,9883,Bennettsville,SC
KBFW,Silver Bay Municipal Airport,closed,47.249001,-91.415604,Silver Bay,MN,11850,Silver Bay,MN
KDCM,Chester Catawba Regional Airport,small_airport,34.78929901123047,-81.19580078125,Chester,SC,9652,Chester,SC
MT43,Klies Air Strip,small_airport,46.34629821777344,-112.34400177001952,Basin,MT,9612,Basin,MT
KCDH,Harrell Field,small_airport,33.6227989197,-92.7633972168,Camden,AR,12355,Camden,AR
KTYR,Tyler Pounds Regional Airport,medium_airport,32.35409927368164,-95.40239715576172,Tyler,TX,9626,Tyler,TX
KDIK,Dickinson Theodore Roosevelt Regional Airport,medium_airport,46.7974014282,-102.802001953,Dickinson,ND,9630,Dickinson,ND
KELO,Ely Municipal Airport,medium_airport,47.82450104,-91.83070374,Ely,MN,9631,Ely,MN
KD57,Glen Ullin Regional Airport,small_airport,46.812801361083984,-101.86000061035156,Glen Ullin,ND,9640,Glen Ullin,ND
KBVX,Batesville Regional Airport,small_airport,35.7262001,-91.64730072,Batesville,AR,9985,Batesville,AR
KSRC,Searcy Municipal Airport,small_airport,35.21060181,-91.73750305,Searcy,AR,11940,Searcy,AR
KFFA,First Flight Airport,small_airport,36.0181999207,-75.67130279540001,Kill Devil Hills,NC,16319,Kill Devil Hills,NC
8S3,Santiam Junction State Airport,small_airport,44.434347,-121.942406,Sisters,OR,9373,Sisters,OR
US-5790,American West Aviation Airport,small_airport,36.44813,-120.01345,Five Points,CA,9667,Five Points,CA
US-6155,Five Points Airport,small_airport,36.42548,-120.1034,Five Points,CA,9667,Five Points,CA
5CA7,Agro-West Airport,small_airport,36.334538,-120.247532,Five Points,CA,9667,Five Points,CA
7CA6,West Side Field Station Airport,closed,36.338799,-120.110001,Five Points,CA,9667,Five Points,CA
0NY2,Amar Heliport,heliport,41.231009,-74.047353,Stony Point,NY,4830,Stony Point,NY
KGGE,Georgetown County Airport,small_airport,33.3116989136,-79.3196029663,Georgetown,SC,9686,Georgetown,SC
1AL5,Berry Field,small_airport,30.63640022277832,-87.747802734375,Loxley,AL,9693,Loxley,AL
57AL,Baswell Airport,small_airport,30.65320015,-87.72370148,Loxley,AL,9693,Loxley,AL
AL35,Mc Ginnis Airport,small_airport,30.619600296,-87.7043991089,Loxley,AL,9693,Loxley,AL
KHJH,Hebron Municipal Airport,small_airport,40.15219879150391,-97.58699798583984,Hebron,NE,9694,Hebron,NE
KGWR,Gwinner Roger Melroe Field,small_airport,46.21870040893555,-97.64320373535156,Gwinner,ND,9697,Gwinner,ND
KO79,Sierraville Dearwater Airport,small_airport,39.58100128173828,-120.35399627685548,Sierraville,CA,8918,Sierraville,CA
KGDV,Dawson Community Airport,medium_airport,47.13869858,-104.8069992,Glendive,MT,11009,Glendive,MT
KVWU,Waskish Municipal Airport,small_airport,48.15409851074219,-94.51689910888672,Waskish,MN,12473,Waskish,MN
04W,Field of Dreams Airport,small_airport,46.0228,-92.895401,Hinckley,MN,9706,Hinckley,MN
MN57,Bush Field,small_airport,46.036072,-92.988008,Hinckley,MN,9706,Hinckley,MN
KINL,Falls International Airport,medium_airport,48.566200256347656,-93.4030990600586,International Falls,MN,9709,International Falls,MN
3S7,Nehalem Bay State Airport,small_airport,45.69820022583008,-123.93000030517578,Manzanita,OR,14616,Manzanita,OR
US-2761,Diablo Canyon Power Plant Heliport,heliport,35.20611,-120.85269,Avila Beach,CA,9729,Avila Beach,CA
9FL6,Land South Heliport,heliport,27.86639976501465,-81.96939849853516,Mulberry,FL,4083,Mulberry,FL
US-4095,Montello Airport,small_airport,41.27497,-114.21128,Montello,NV,9769,Montello,NV
NV14,Juniper Airport,small_airport,41.355499,-114.230003,Montello,NV,9769,Montello,NV
NV67,Pilot Creek Ranches Airport,small_airport,41.11579895019531,-114.11399841308594,Montello,NV,9769,Montello,NV
22VA,Wythe County Community Hospital Heliport,heliport,36.95009994506836,-81.08309936523438,Wytheville,VA,2051,Wytheville,VA
KCCA,Clinton Municipal Airport,small_airport,35.597801,-92.451599,Clinton,AR,12722,Clinton,AR
31AR,Van Buren County Memorial Hospital Heliport,heliport,35.57590103149414,-92.45349884033205,Clinton,AR,12722,Clinton,AR
KASG,Springdale Municipal Airport,small_airport,36.176399231,-94.1193008423,Springdale,AR,10352,Springdale,AR
KO89,Fall River Mills Airport,small_airport,41.018798828125,-121.43299865722656,Fall River Mills,CA,9796,Fall River Mills,CA
K14Y,Todd Field,small_airport,45.89860153198242,-94.8739013671875,Long Prairie,MN,9808,Long Prairie,MN
5AL0,Marshall Medical Center North Heliport,heliport,34.365172,-86.422975,Guntersville,AL,11407,Guntersville,AL
8NK6,Suntime Airport,small_airport,42.713056,-75.168333,West Burlington,NY,9828,West Burlington,NY
US-5435,RT-334 Landing Strip,closed,31.47359,-85.71626,Ozark,AL,9836,Ozark,AL
K71J,Ozark-Blackwell Field,small_airport,31.431101,-85.619202,Ozark,AL,9836,Ozark,AL
AL87,Dale Medical Center Heliport,heliport,31.45159912109375,-85.63189697265625,Ozark,AL,9836,Ozark,AL
36AL,Hidden Springs Airpark,small_airport,31.491973,-85.534407,Ozark,AL,9836,Ozark,AL
KHVR,Havre City County Airport,medium_airport,48.542999,-109.762001,Havre,MT,10027,Havre,MT
FA26,Dogwood Farm Airport,small_airport,30.53720092773437,-84.45189666748047,Havana,FL,9857,Havana,FL
76FD,Peavy Farms Airport,small_airport,30.670499801635746,-84.41410064697266,Havana,FL,9857,Havana,FL
FD55,Rutten Dusting Strip,small_airport,30.679399490356445,-84.36910247802734,Havana,FL,9857,Havana,FL
9FL2,Saranac Farm Airport,small_airport,30.65250015258789,-84.47470092773438,Havana,FL,9857,Havana,FL
K2D5,Oakes Municipal Airport,small_airport,46.17300033569336,-98.07990264892578,Oakes,ND,11600,Oakes,ND
KJBR,Jonesboro Municipal Airport,medium_airport,35.83169937133789,-90.64640045166016,Jonesboro,AR,9875,Jonesboro,AR
59AR,Hodges Airport,small_airport,35.882086,-90.612505,Jonesboro,AR,9875,Jonesboro,AR
KLWT,Lewistown Municipal Airport,medium_airport,47.04930114746094,-109.46700286865234,Lewistown,MT,10891,Lewistown,MT
K9U3,Austin Airport,small_airport,39.467998,-117.195,Austin,NV,9882,Austin,NV
K6D8,Barnes County Municipal Airport,small_airport,46.94100189,-98.01760101,Valley City,ND,9901,Valley City,ND
US-2822,US Coast Guard Station Tillamook Bay Heliport,heliport,45.55435,-123.91606,Garibaldi,OR,13395,Garibaldi,OR
3ND5,Gage Flying Farmer Airport,small_airport,47.06110000610352,-97.77120208740234,Oriska,ND,9903,Oriska,ND
KSOP,Moore County Airport,small_airport,35.237184,-79.389381,Carthage,NC,12188,Carthage,NC
19FL,The Villages Heliport,heliport,28.980600357055664,-81.9906005859375,Belleview,FL,3378,Belleview,FL
7FL0,Jordan Heliport,heliport,29.01409912109375,-81.9844970703125,Belleview,FL,3378,Belleview,FL
FL58,Johary Airport,small_airport,29.02639961242676,-81.98789978027344,Belleview,FL,3378,Belleview,FL
8FL2,Kiever Airport,small_airport,29.001101,-82.100601,Belleview,FL,3378,Belleview,FL
FD79,Jordan Seaplane Base,seaplane_base,29.01409912109375,-81.97810363769531,Belleview,FL,3378,Belleview,FL
2FA2,Monroe Airpark,small_airport,29.01889991760254,-82.11370086669922,Belleview,FL,3378,Belleview,FL
8FL3,Back Achers Airport,small_airport,29.072999954223636,-81.99949645996094,Belleview,FL,3378,Belleview,FL
X23,Umatilla Municipal Airport,small_airport,28.922800064086918,-81.65170288085938,Umatilla,FL,9914,Umatilla,FL
43FL,Fly'n R Ranch Airport,closed,28.9842,-81.817001,Umatilla,FL,9914,Umatilla,FL
KRWF,Redwood Falls Municipal Airport,medium_airport,44.54719925,-95.08229828,Redwood Falls,MN,11296,Redwood Falls,MN
KGAF,Hutson Field,small_airport,48.40470123291016,-97.37090301513672,Grafton,ND,11691,Grafton,ND
KNQX,Naval Air Station Key West/Boca Chica Field,medium_airport,24.57579994,-81.68890381,Key West,FL,10934,Key West,FL
KEYW,Key West International Airport,medium_airport,24.556101,-81.759598,Key West,FL,10934,Key West,FL
7FA1,Sugar Loaf Shores Airport,small_airport,24.648938,-81.578357,Key West,FL,10934,Key West,FL
KBDE,Baudette International Airport,medium_airport,48.7284011841,-94.612197876,Baudette,MN,10909,Baudette,MN
KROX,Roseau Municipal Rudy Billberg Field,small_airport,48.85599899,-95.6969986,Roseau,MN,9948,Roseau,MN
US-1770,Anderson's Airfield,closed,45.055576,-123.612928,Grand Ronde,OR,7721,Grand Ronde,OR
16AR,Heifer Creek Ranch Airport,small_airport,35.30110168457031,-92.57330322265624,Springfield,AR,9777,Springfield,AR
KBIS,Bismarck Municipal Airport,medium_airport,46.77270126342773,-100.74600219726562,Bismarck,ND,10088,Bismarck,ND
CD28,Tall Timber Airport,small_airport,39.64390182495117,-105.26799774169922,Indian Hills,CO,15448,Indian Hills,CO
MT97,Frampton Airport,small_airport,47.977475,-115.766401,Noxon,MT,9982,Noxon,MT
KRUG,Rugby Municipal Airport,small_airport,48.39039993286133,-100.02400207519533,Rugby,ND,11929,Rugby,ND
5CA8,Howard Private Airport,small_airport,38.256536,-120.931845,Ione,CA,386,Ione,CA
CA19,Camanche Skypark Airport,small_airport,38.263511,-120.924006,Ione,CA,386,Ione,CA
KJYL,Plantation Airpark,small_airport,32.645301818847656,-81.59709930419922,Sylvania,GA,10011,Sylvania,GA
28MT,Cain Ranch Airport,small_airport,46.952372,-112.747078,Lincoln,MT,10861,Lincoln,MT
KS69,Lincoln Airport,small_airport,46.95439911,-112.6500015,Lincoln,MT,10861,Lincoln,MT
US-1026,Lander's Fork Ranch Airport,small_airport,47.05362,-112.546111,Lincoln,MT,10861,Lincoln,MT
KDTS,Destin Executive Airport,small_airport,30.40010071,-86.47149658,Destin,FL,10142,Destin,FL
KNBJ,Naval Outlying Field Barin,small_airport,30.389099121100003,-87.63529968259999,Foley,AL,12837,Foley,AL
KSAZ,Staples Municipal Airport,small_airport,46.38090133666992,-94.80660247802734,Staples,MN,10055,Staples,MN
KHZE,Mercer County Regional Airport,small_airport,47.28990173,-101.5810013,Hazen,ND,13636,Hazen,ND
KHWQ,Wheatland County At Harlowton Airport,small_airport,46.448601,-109.852997,Harlowton,MT,12430,Harlowton,MT
US-6701,Goldenrod Airport,small_airport,36.81334,-120.04077,Kerman,CA,7331,Kerman,CA
66MN,Howard's Airport,small_airport,44.97719955444336,-95.42279815673828,Clara City,MN,10774,Clara City,MN
KMTH,The Florida Keys Marathon Airport,medium_airport,24.726101,-81.051399,Marathon,FL,10124,Marathon,FL
FA75,Flying Bonefish Seaplane Base,closed,24.768498,-80.946198,Marathon,FL,10124,Marathon,FL
10FL,Fishermen's Hospital Emergency Helistop,heliport,24.710399627685547,-81.09449768066406,Marathon,FL,10124,Marathon,FL
KFSE,Fosston Municipal Airport-Anderson Field,small_airport,47.5928,-95.773499,Fosston,MN,12077,Fosston,MN
KEFC,Belle Fourche Municipal Airport,small_airport,44.73419952,-103.8619995,Belle Fourche,SD,15932,Belle Fourche,SD
KISN,Sloulin Field International Airport,closed,48.177898,-103.641998,Williston,ND,10166,Williston,ND
CD26,Peyton Heliport,heliport,39.04249954223633,-104.36499786376952,Calhan,CO,10177,Calhan,CO
5V4,Calhan Airport,small_airport,39.04779815673828,-104.29199981689452,Calhan,CO,10177,Calhan,CO
WY55,Taylor Field,small_airport,44.41859817504883,-104.59400177001952,Sundance,WY,10183,Sundance,WY
2VG3,Cub Haven Airport,small_airport,38.54859924316406,-78.87110137939453,Harrisonburg,VA,3193,Harrisonburg,VA
KMBL,Manistee County Blacker Airport,small_airport,44.272738,-86.251945,Manistee,MI,14824,Manistee,MI
MT78,Clark Fork Valley Hospital Heliport,heliport,47.468299865722656,-114.88899993896484,Plains,MT,10206,Plains,MT
KS34,Plains Airport,small_airport,47.473475,-114.907122,Plains,MT,10206,Plains,MT
KHEI,Hettinger Municipal Airport,small_airport,46.01490020751953,-102.65599822998048,Hettinger,ND,10356,Hettinger,ND
KS25,Watford City Municipal Airport,small_airport,47.79570007,-103.2539978,Watford City,ND,10228,Watford City,ND
KGCC,Northeast Wyoming Regional Airport,medium_airport,44.3489,-105.539001,Gillette,WY,10239,Gillette,WY
K5H4,Harvey Municipal Airport,small_airport,47.791199,-99.931702,Harvey,ND,11815,Harvey,ND
86PA,7D Farms Heliport,heliport,40.64450073242188,-78.30059814453125,Tipton,PA,10272,Tipton,PA
88AL,W&T Offshore Yellowhammer Heliport,heliport,30.404402,-88.12586,Coden,AL,10274,Coden,AL
6FD7,Thomson Airfield,small_airport,27.5442008972168,-82.53009796142578,Ellenton,FL,2540,Ellenton,FL
NJ00,Ridgefield Park Seaplane Base,seaplane_base,40.84590148925781,-74.02870178222656,Ridgefield Park,NJ,3224,Ridgefield Park,NJ
US-2821,Crissey Field,closed,42.00076,-124.21121,Brookings,OR,10281,Brookings,OR
BOK,Brookings Airport,small_airport,42.0746,-124.290001,Brookings,OR,10281,Brookings,OR
OR36,Garvins Heliport,closed,42.067101,-124.295998,Brookings,OR,10281,Brookings,OR
K7L2,Linton Municipal Airport,small_airport,46.21829987,-100.2450027,Linton,ND,10292,Linton,ND
KCBM,Columbus Air Force Base,medium_airport,33.643799,-88.443802,Columbus,MS,11484,Columbus,MS
KEAR,Kearney Regional Airport,medium_airport,40.727001,-99.006798,Kearney,NE,10300,Kearney,NE
KM19,Newport Regional Airport,small_airport,35.637699,-91.176397,Newport,AR,13079,Newport,AR
98NC,Linville Ridge Heliport,heliport,36.118099,-81.860603,Linville,NC,10347,Linville,NC
KBBB,Benson Municipal Airport,small_airport,45.3319015503,-95.6505966187,Benson,MN,10358,Benson,MN
PS69,Barnhart Airport,small_airport,40.72700119018555,-78.53949737548828,Flinton,PA,3220,Flinton,PA
KRRT,Warroad International Memorial Airport,small_airport,48.94139862,-95.3483963,Warroad,MN,10384,Warroad,MN
FL20,The Villages Regional Hospital Heliport,heliport,28.949711,-81.959891,The Villages,FL,10806,The Villages,FL
KS32,Cooperstown Municipal Airport,small_airport,47.422798,-98.105904,Cooperstown,ND,10394,Cooperstown,ND
US-4021,Miller Flat Airport,small_airport,40.126223,-124.169917,Whitethorn,CA,10398,Whitethorn,CA
0ID7,Z X Ranch Airport,small_airport,43.230308,-116.763192,Murphy,ID,10409,Murphy,ID
1U3,Murphy Airport,small_airport,43.21599960327149,-116.54900360107422,Murphy,ID,10409,Murphy,ID
US-4054,Depot Airstrip,small_airport,43.260249,-116.559092,Murphy,ID,10409,Murphy,ID
00MN,Battle Lake Municipal Airport,small_airport,46.29999923706055,-95.70030212402344,Battle Lake,MN,11443,Battle Lake,MN
6AL8,Malbis Med Park-Infirmary Health Heliport,heliport,30.654636,-87.854252,Daphne,AL,6507,Daphne,AL
AL61,Belforest Airport,closed,30.616899,-87.858299,Daphne,AL,6507,Daphne,AL
KBBG,Branson Airport,small_airport,36.532082,-93.200544,Branson,MO,13230,Branson,MO
KHRL,Valley International Airport,medium_airport,26.228500366210938,-97.65440368652344,Harlingen,TX,15304,Harlingen,TX
US-4101,Byington Ranch Airport,small_airport,41.73971,-115.97895,Mountain City,NV,10449,Mountain City,NV
NV08,Petan Ranch Airport,small_airport,41.73799896240234,-116.21600341796876,Mountain City,NV,10449,Mountain City,NV
KAWG,Washington Municipal Airport,small_airport,41.276100158691406,-91.67340087890624,Washington,IA,10450,Washington,IA
6OR3,Adventist Health Tillamook Heliport,heliport,45.457296,-123.85501,Tillamook,OR,10454,Tillamook,OR
US-4239,Tillamook Coastway Number 1 Airport,closed,45.45452,-123.80879,Tillamook,OR,10454,Tillamook,OR
KTMK,Tillamook Airport,small_airport,45.4182014465,-123.814002991,Tillamook,OR,10454,Tillamook,OR
15AZ,Quail Mesa Ranch Airport,closed,33.76168,-114.4596,Parker,AZ,8562,Parker,AZ
KMOX,Morris Municipal - Charlie Schmidt Airport,small_airport,45.56600189,-95.96720123,Morris,MN,10473,Morris,MN
FL73,Lykes Palmdale Airport,closed,26.9478,-81.318703,Palmdale,FL,10488,Palmdale,FL
3ID7,Indian Creek Ranch Airport,small_airport,43.47600173950195,-116.40399932861328,Kuna,ID,10531,Kuna,ID
NC06,Elk River Airport,small_airport,36.160474,-81.894809,Banner Elk,NC,10543,Banner Elk,NC
US-4929,Diamond Creek #2 Heliport,heliport,36.168644,-81.818019,Banner Elk,NC,10543,Banner Elk,NC
NC07,"Charles A. Cannon, Jr Memorial Hospital Heliport",heliport,36.06669998168945,-81.86669921875,Banner Elk,NC,10543,Banner Elk,NC
K46D,Carrington Municipal Airport,small_airport,47.4510994,-99.15110016,Carrington,ND,10549,Carrington,ND
PS42,Northwest Medical Center Oil City Campus Heliport,closed,41.428398,-79.696702,Oil City,PA,4636,Oil City,PA
KOIL,Splane Memorial Airport,closed,41.4813,-79.7449,Oil City,PA,4636,Oil City,PA
KSBS,Steamboat Springs Bob Adams Field,small_airport,40.5163002,-106.8659973,Steamboat Springs,CO,10564,Steamboat Springs,CO
K4M9,Corning Municipal Airport,small_airport,36.40420150756836,-90.6479034423828,Corning,AR,10572,Corning,AR
3MD5,Hidden Hills Airport,small_airport,38.62120056152344,-75.84130096435547,Hurlock,MD,6298,Hurlock,MD
AL78,Klumpp Airport,small_airport,30.526899337768555,-87.85420227050781,Fairhope,AL,10601,Fairhope,AL
K4R4,H L Sonny Callahan Airport,small_airport,30.460501,-87.876999,Fairhope,AL,10601,Fairhope,AL
US-0003,Naval Air Station Rockaway,closed,40.56999969482422,-73.87000274658203,Queens,NY,2972,Queens,NY
K08D,Stanley Municipal Airport,small_airport,48.3008,-102.405998,Stanley,ND,10603,Stanley,ND
KECG,Elizabeth City Regional Airport & Coast Guard Air Station,medium_airport,36.260601,-76.174599,Elizabeth City,NC,10629,Elizabeth City,NC
OR61,Apple Valley Airport,small_airport,45.67839813232422,-123.18599700927734,Buxton,OR,7864,Buxton,OR
12NY,TGP-245 Heliport,closed,42.873402,-75.170998,West Winfield,NY,8788,West Winfield,NY
US-4990,Elizabethtown Community Hospital Heliport,heliport,44.216383,-73.596353,Elizabethtown,NY,8062,Elizabethtown,NY
84OR,B Bar Ranch Airport,small_airport,42.24760055541992,-123.56999969482422,Selma,OR,10690,Selma,OR
5OR0,Backachers Ranch Airport,small_airport,42.285099029541016,-123.53299713134766,Selma,OR,10690,Selma,OR
KFMN,Four Corners Regional Airport,medium_airport,36.741199,-108.230003,Farmington,NM,14819,Farmington,NM
MT99,Ccmh Heliport,heliport,45.17770004272461,-109.25399780273438,Red Lodge,MT,11990,Red Lodge,MT
KRED,Red Lodge Airport,small_airport,45.18740081787109,-109.26699829101562,Red Lodge,MT,11990,Red Lodge,MT
K2C8,Cavalier Municipal Airport,small_airport,48.78379821777344,-97.63189697265624,Cavalier,ND,13280,Cavalier,ND
KMOT,Minot International Airport,medium_airport,48.2593994140625,-101.27999877929688,Minot,ND,11091,Minot,ND
KMIB,Minot Air Force Base,medium_airport,48.4156,-101.358002,Minot,ND,11091,Minot,ND
89ND,Poleschook Airport,small_airport,47.911399841308594,-101.2490005493164,Minot,ND,11091,Minot,ND
KCQM,Cook Municipal Airport,small_airport,47.8218994140625,-92.68939971923828,Cook,MN,10742,Cook,MN
KJKJ,Moorhead Municipal Airport,small_airport,46.83929825,-96.66369629,Moorhead,MN,8661,Moorhead,MN
KARG,Walnut Ridge Regional Airport,small_airport,36.124667,-90.925111,Walnut Ridge,AR,11411,Walnut Ridge,AR
FD35,Redhead Airport,small_airport,30.49049949645996,-85.83940124511719,Ebro,FL,9614,Ebro,FL
US-5148,Halfmoon Flats Airport,small_airport,48.46106,-113.991,West Glacier,MT,10831,West Glacier,MT
33MT,Kruger Heliport,heliport,48.48059844970703,-114.0009994506836,West Glacier,MT,10831,West Glacier,MT
US-5149,West Glacier Airport,closed,48.49517,-113.98989,West Glacier,MT,10831,West Glacier,MT
MT30,Trapper Creek Strip,small_airport,45.94020080566406,-114.13700103759766,Conner,MT,10805,Conner,MT
4U7,West Fork Lodge Airport,small_airport,45.860599517822266,-114.22000122070312,Conner,MT,10805,Conner,MT
CO75,Overlook Athletic Club Heliport,heliport,39.47299957275391,-106.03299713134766,Breckenridge,CO,10823,Breckenridge,CO
82CL,Fort Bragg Airport,small_airport,39.4743003845,-123.79599762,Fort Bragg,CA,9108,Fort Bragg,CA
KARA,Acadiana Regional Airport,medium_airport,30.0378,-91.883904,New Iberia,LA,14929,New Iberia,LA
8TN3,Raby Airpark,small_airport,35.84170150756836,-84.18109893798828,Farragut,TN,10875,Farragut,TN
MT67,Granite County Memorial Hospital Heliport,heliport,46.32989883422852,-113.29499816894533,Philipsburg,MT,10890,Philipsburg,MT
US-7090,Wildcat Field,small_airport,46.285556,-113.518056,Philipsburg,MT,10890,Philipsburg,MT
1MT6,Bobcat Field,small_airport,46.35689926147461,-113.51000213623048,Philipsburg,MT,10890,Philipsburg,MT
KU05,Riddick Field,small_airport,46.31940078735352,-113.30500030517578,Philipsburg,MT,10890,Philipsburg,MT
US-1062,Squaw Rock Airstrip,small_airport,46.345021,-113.620536,Philipsburg,MT,10890,Philipsburg,MT
KMML,Southwest Minnesota Regional Airport - Marshall/Ryan Field,small_airport,44.45050049,-95.82189941,Marshall,MN,10892,Marshall,MN
US-0118,Walter Reed National Medical Center Heliport,heliport,38.999595,-77.095668,Bethesda,MD,2248,Bethesda,MD
KMKN,Comanche County City Airport,small_airport,31.91679955,-98.60030365,Comanche,TX,12973,Comanche,TX
KAQP,Appleton Municipal Airport,small_airport,45.228239,-96.005856,Appleton,MN,11014,Appleton,MN
KESW,Easton State Airport,small_airport,47.2541999817,-121.185997009,Easton,WA,10943,Easton,WA
8V6,Dove Creek Airport,small_airport,37.76390075683594,-108.88899993896484,Dove Creek,CO,10946,Dove Creek,CO
54PA,Pine Bottom Heliport,heliport,40.23619842529297,-78.3052978515625,Martinsburg,PA,10967,Martinsburg,PA
KELD,South Arkansas Regional Airport at Goodwin Field,medium_airport,33.221001,-92.813301,El Dorado,AR,11518,El Dorado,AR
US-3980,Carter Creek Airstrip,small_airport,40.169015,-123.562262,Alderpoint,CA,11398,Alderpoint,CA
KARM,Wharton Regional Airport,small_airport,29.254299,-96.154404,Wharton,TX,10982,Wharton,TX
US-0107,Mackay Ranch Airport,small_airport,45.32020187,-109.5490036,Roscoe,MT,10998,Roscoe,MT
0PS4,Old Orchard Airport,small_airport,41.009746,-78.561838,Curwensville,PA,8214,Curwensville,PA
05V,Blanca Airport,small_airport,37.41109848022461,-105.552001953125,Blanca,CO,13489,Blanca,CO
MT72,Hedditch Airport,small_airport,46.346001,-114.176003,Victor,MT,11007,Victor,MT
K0A9,Elizabethton Municipal Airport,small_airport,36.371201,-82.173302,Elizabethton,TN,14933,Elizabethton,TN
1CO1,Mount Morrison Heliport,heliport,39.6692008972168,-105.22000122070312,Morrison,CO,6670,Morrison,CO
OR24,Barrett Field,small_airport,45.82120132446289,-118.4980010986328,Athena,OR,11321,Athena,OR
US-0121,Eagle's Nest Airport,small_airport,48.933882,-118.574891,Curlew,WA,13480,Curlew,WA
US-3064,Crockett and Gambogy Ranch Airport,closed,35.9425,-119.5915,Corcoran,CA,454,Corcoran,CA
US-1522,Delta Community Hospital Heliport,heliport,39.349544,-112.560613,Delta,UT,11053,Delta,UT
KDTA,Delta Municipal Airport,small_airport,39.3805999756,-112.508003235,Delta,UT,11053,Delta,UT
MY19,Schwenk Airport,small_airport,45.17079925537109,-95.39250183105467,Murdock,MN,13220,Murdock,MN
23Y,Murdock Municipal Airport,closed,45.222198,-95.4011,Murdock,MN,13220,Murdock,MN
22CA,Commodore Center Seaplane Base,seaplane_base,37.878893,-122.512697,Mill Valley,CA,372,Mill Valley,CA
1S7,Slate Creek Airport,small_airport,45.671744,-116.305647,White Bird,ID,11062,White Bird,ID
KLUD,Decatur Municipal Airport,small_airport,33.254601,-97.580597,Decatur,TX,11066,Decatur,TX
SYN,Stanton Airfield,small_airport,44.475579,-93.016756,Dennison,MN,11070,Dennison,MN
AR34,Pine Village Airport,small_airport,34.98199844360352,-92.44519805908205,Mayflower,AR,11088,Mayflower,AR
8U0,Ryegate Airport,small_airport,46.290501,-109.248001,Ryegate,MT,11099,Ryegate,MT
3MT3,Three Cross Ranch Airport,small_airport,46.125556,-109.365,Ryegate,MT,11099,Ryegate,MT
KBPP,Bowman Municipal Airport,closed,46.187,-103.428001,Bowman,ND,12480,Bowman,ND
CA09,Round Mountain Ranch Airport,small_airport,41.885277,-122.843256,Klamath River,CA,9922,Klamath River,CA
5VG2,Foster Field,small_airport,37.454436,-76.372191,Mathews,VA,14715,Mathews,VA
KORB,Orr Regional Airport,small_airport,48.015899658203125,-92.8561019897461,Orr,MN,11153,Orr,MN
US-1491,Adamson Field,closed,36.28204,-117.99982,Olancha,CA,11181,Olancha,CA
US-1490,Grant Airpark (Olancha Airstrip),small_airport,36.256092,-117.997112,Olancha,CA,11181,Olancha,CA
US-2109,Sage Flat Landing Strip,small_airport,36.20935,-117.9757,Olancha,CA,11181,Olancha,CA
K43U,Mount Pleasant Airport,closed,39.526651,-111.475978,Mount Pleasant,UT,11270,Mount Pleasant,UT
MT16,Buffalo Trail Ranch Strip,closed,47.013802,-113.282997,Ovando,MT,11214,Ovando,MT
US-0586,King Copters Heliport,heliport,46.307638,-114.111527,Corvallis,MT,11215,Corvallis,MT
84MT,Shimmon Airport,closed,46.280813,-114.050214,Corvallis,MT,11215,Corvallis,MT
PN58,Bittner-Whitsel Airport,closed,39.742065,-77.523929,Waynesboro,PA,11267,Waynesboro,PA
US-6526,Wellspan Waynesboro Hospital Heliport,heliport,39.75101,-77.56978,Waynesboro,PA,11267,Waynesboro,PA
ND09,Bryn Airport,small_airport,47.19110107421875,-98.16899871826172,Dazey,ND,14449,Dazey,ND
KHFF,Mackall Army Air Field,small_airport,35.036087,-79.498615,Hoffman,NC,16635,Hoffman,NC
K6G0,Athelone Williams Memorial Airport,closed,43.029099,-83.529702,Davison,MI,4018,Davison,MI
US-5947,115th Avenue Airport,closed,33.45687,-112.3019,Avondale,AZ,6713,Avondale,AZ
KCLL,Easterwood Field,medium_airport,30.58860016,-96.36380005,College Station,TX,13910,College Station,TX
MU73,Spencer Field,small_airport,36.926394,-93.289389,Highlandville,MO,11265,Highlandville,MO
KBQP,Morehouse Memorial Airport,small_airport,32.75510025,-91.88189697,Bastrop,LA,16451,Bastrop,LA
NM48,Ensenada Airport,small_airport,36.728808,-106.493897,Tierra Amarilla,NM,11320,Tierra Amarilla,NM
US-5590,Tierra Amarilla / El Vado Lake State Park Airport,small_airport,36.62884,-106.71482,Tierra Amarilla,NM,11320,Tierra Amarilla,NM
85PA,Krumenacker Airport,small_airport,40.59510040283203,-78.77839660644531,Carrolltown,PA,11108,Carrolltown,PA
LWD,Lamoni Municipal Airport,small_airport,40.63330078125,-93.9021987915039,Lamoni,IA,11346,Lamoni,IA
IA44,Solly's Strip Ultralightport,small_airport,40.65140151977539,-93.96080017089844,Lamoni,IA,11346,Lamoni,IA
KOLF,L M Clayton Airport,medium_airport,48.0945014954,-105.574996948,Wolf Point,MT,11780,Wolf Point,MT
US-5515,Modena Airport,closed,37.79972,-113.92701,Modena,UT,11402,Modena,UT
2FD1,Hobby Hill STOLport,small_airport,28.975500106811523,-81.918701171875,Weirsdale,FL,11416,Weirsdale,FL
97FL,Love Field,small_airport,28.96190071105957,-81.8915023803711,Weirsdale,FL,11416,Weirsdale,FL
